"OriginalPath","ArchivedPath","Bytes","SHA256"
"calibration_logs\experimental_auto_20260815_234505.jsonl","calibration_logs\experimental_auto_20260815_234505.jsonl","3878733","2847E07053B3D91FEA52F787F1F74B0D4B65F7677916337CF22187713E102E38"
"calibration_logs\experimental_auto_20260815_235427.jsonl","calibration_logs\experimental_auto_20260815_235427.jsonl","2115463","B73CE9566BA9488960B5FEF1C536169C1051A87C616D3F17E608EABDAFB5D465"
"calibration_logs\experimental_auto_20260815_235649.jsonl","calibration_logs\experimental_auto_20260815_235649.jsonl","7312786","2EB78104D2A35B510A791E7A78FDCF8148E2DFA873228193B9B9106E02029FD9"
"calibration_logs\experimental_auto_20260816_001024.jsonl","calibration_logs\experimental_auto_20260816_001024.jsonl","5084987","B29B65F86AD1FC7D9AA48CC2354950C4869536F84183B3096001CD50D46049C6"
"calibration_logs\experimental_auto_20260816_002801.jsonl","calibration_logs\experimental_auto_20260816_002801.jsonl","1112855","E8166027F36EA515FB2D0D2E76E71DC873F511F76AB16943317E2986C89E4F55"
"calibration_logs\experimental_auto_20260816_151357.jsonl","calibration_logs\experimental_auto_20260816_151357.jsonl","3643644","55679DE7BDBFE786542BD1128CFC4F0718CC4A69EBE2E6CBBA553B555B550511"
"calibration_logs\experimental_auto_20260816_152927_min030.jsonl","calibration_logs\experimental_auto_20260816_152927_min030.jsonl","3689772","857B504F200BFCC41C03C509BAD591800D0FAD6A5B699F9D708BCAF94DAA74DE"
"calibration_logs\experimental_auto_20260816_153507_min030_detached.stdout.log","calibration_logs\experimental_auto_20260816_153507_min030_detached.stdout.log","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"calibration_logs\experimental_auto_20260816_153558_min030_redirected.jsonl","calibration_logs\experimental_auto_20260816_153558_min030_redirected.jsonl","8797760","D8ABA2E4A4CA014F1079169548B8B200EC370816CDC7A4600DEBC915DE44BDE9"
"calibration_logs\experimental_auto_20260816_153558_min030_redirected.stdout.log","calibration_logs\experimental_auto_20260816_153558_min030_redirected.stdout.log","150885","7762EFE044F14FA629FDA6D8EFC744A4D4FE0CA3C7E4CFC2B23C4F1A885C09B7"
"calibration_logs\experimental_auto_20260816_155838.jsonl","calibration_logs\experimental_auto_20260816_155838.jsonl","238","7C1FE77A829F3FC32CEAD455C997AAB4B473B7EE309FACCA58368B580DCE537D"
"calibration_logs\experimental_auto_20260816_160603.jsonl","calibration_logs\experimental_auto_20260816_160603.jsonl","2783204","8ECFBB1AEAF4A336670E7DFA3067A6EC9C97AD0488581982C60A14E26D5F6A17"
"calibration_logs\experimental_auto_20260816_160832.jsonl","calibration_logs\experimental_auto_20260816_160832.jsonl","4912452","DA6B222D9B931B7190D19576F74AA56DB04EC321D9F56C6F635E27E39F7AC503"
"calibration_logs\experimental_auto_20260816_161040.jsonl","calibration_logs\experimental_auto_20260816_161040.jsonl","4715577","33A2C1FAE63F3C68F20C95400F9F57A0A62D5CFDEFB4D8FC79DB6AC9566C23AD"
"calibration_logs\experimental_auto_20260816_162331.jsonl","calibration_logs\experimental_auto_20260816_162331.jsonl","12229568","6D01C5A7836EFE938A8BB39C036B6B8C551A79D3F689D740E4975C3167BE7E6B"
"calibration_logs\experimental_auto_20260816_163654.jsonl","calibration_logs\experimental_auto_20260816_163654.jsonl","1567279","22BD1716604A8C4623FF739C21F19A72E3A2438D0F4F1BAE5A5414BD240F6690"
"calibration_logs\experimental_auto_20260816_163902.jsonl","calibration_logs\experimental_auto_20260816_163902.jsonl","1554532","2C14F97D4CC2095E4480D3D7104EEB469C2630935B057DAA0FD11AC5B78A8225"
"calibration_logs\experimental_auto_20260816_165314.jsonl","calibration_logs\experimental_auto_20260816_165314.jsonl","5457194","1F9A54DCCB0120DE4B3D662D7561969DF5837C4C0E8058CF544EE2A0BB143129"
"calibration_logs\experimental_auto_20260816_172732.jsonl","calibration_logs\experimental_auto_20260816_172732.jsonl","6878108","F1487FF47D685F5C9CEE69924B26124D7815FF6B18A667DF5ED82A708574E259"
"calibration_logs\experimental_auto_20260816_175230.jsonl","calibration_logs\experimental_auto_20260816_175230.jsonl","1453667","5D04B79563D4477BE1FE1A1581BF30E1D990B0D513AED665C075C99DA7965B52"
"calibration_logs\experimental_auto_20260816_180128.jsonl","calibration_logs\experimental_auto_20260816_180128.jsonl","3022407","DD322F48CB4C6C25DCEAE80E08401698FA79ECD0A9243A794306FD737105EA66"
"calibration_logs\experimental_auto_20260816_180343.jsonl","calibration_logs\experimental_auto_20260816_180343.jsonl","2215724","E2D1F123B7CD214FD86D6C9A6F4646427987033EE421FA63F39E1283B6E3D295"
"calibration_logs\experimental_auto_20260816_180538.jsonl","calibration_logs\experimental_auto_20260816_180538.jsonl","3049569","A5CBD043CC53AF36879A7529FF5EA6BCAC302EDD0B22B78DD3819707EF2970CB"
"calibration_logs\experimental_auto_20260816_180744.jsonl","calibration_logs\experimental_auto_20260816_180744.jsonl","3326118","7F20E483FBDF8CAD7A338D47694DD87E10343C57EC23CDDC3EC461236114525C"
"calibration_logs\experimental_auto_20260816_181255.jsonl","calibration_logs\experimental_auto_20260816_181255.jsonl","7212755","F2BFB56363FB0DE0F40E2AE26E33FE38307E37BCA6FE2805E42256D140B76072"
"calibration_logs\experimental_auto_camera_center_20260813_220210.jsonl","calibration_logs\experimental_auto_camera_center_20260813_220210.jsonl","11926625","29DF5AD4E73EB710F6F6A908E4D2E3D6C06903666EA37AE5BFB54A943B9A3105"
"calibration_logs\experimental_auto_console_20260814_230109.log","calibration_logs\experimental_auto_console_20260814_230109.log","89358","F39354F24BF66FC932B21F7E4AA1FED97E34C854535A132A7AFBF628AAD5C1FC"
"calibration_logs\experimental_auto_gate75_20260813_214147.jsonl","calibration_logs\experimental_auto_gate75_20260813_214147.jsonl","883203","55EFAC415F763E02684BBBE19F50C1E3A40FCC8A31C7B487A7607508847A8D71"
"calibration_logs\experimental_auto_model2_20260815_152327.jsonl","calibration_logs\experimental_auto_model2_20260815_152327.jsonl","4934299","818ED4AFC67B71648D7F3EA36C112D942D51E961ADFEF89295049C06659D23C1"
"calibration_logs\experimental_auto_visual_attitude_low_gain_20260813_194528.jsonl","calibration_logs\experimental_auto_visual_attitude_low_gain_20260813_194528.jsonl","9362","759FB4EC74231176BFDA5DADFB1D0E1DC2ACFF62BC3DFCA67BFB049529334217"
"calibration_logs\experimental_auto_visual_attitude_low_gain_pressure_autoselect_20260813_194806.jsonl","calibration_logs\experimental_auto_visual_attitude_low_gain_pressure_autoselect_20260813_194806.jsonl","158022","8DF9852A291D79AC4F727FD8F76E5D65724B6517058B8D41D716832191D6EEC0"
"calibration_logs\experimental_auto_visual_f035_20260813_201059.jsonl","calibration_logs\experimental_auto_visual_f035_20260813_201059.jsonl","231390","8CC80EA52E308B68BBC4CAFF66846388A8019E4A03BD2E6DC0FC050B7C291C29"
"calibration_logs\experimental_auto_visual_f035_restart_20260813_201515_run02.jsonl","calibration_logs\experimental_auto_visual_f035_restart_20260813_201515_run02.jsonl","160","C919C1AAA0C269223967FFCC89DD6D38B08A9C253341D5618D65E4EC1B09A18A"
"calibration_logs\experimental_auto_visual_f035_restart_20260813_201836.jsonl","calibration_logs\experimental_auto_visual_f035_restart_20260813_201836.jsonl","64848","49CE5AA545FD936CA220622FA06CC55F180D8F2D34B1CE72AD2CC36D4777FFF4"
"calibration_logs\experimental_auto_visual_fixed_080m_20260813_195158.jsonl","calibration_logs\experimental_auto_visual_fixed_080m_20260813_195158.jsonl","1219376","40AEBA6FBC668F2FF401CEE41973D748C2D7826BBFFFA619257EFA385C3D820D"
"calibration_logs\experimental_auto_visual_hold_reference_20260813_195110.jsonl","calibration_logs\experimental_auto_visual_hold_reference_20260813_195110.jsonl","32040","F353B79D6365FDE718D4ED50CB72EAAD3BB7830154DDFCD1EFB3E26ABFDBA9C8"
"calibration_logs\experimental_auto_visual_hover20_20260813_205542.jsonl","calibration_logs\experimental_auto_visual_hover20_20260813_205542.jsonl","84835","CD2914589D297BE99864EFB34E1AB16CD0C06910046B7522C751B03F83CA2119"
"calibration_logs\experimental_auto_visual_hover20_reboot_20260813_210336.jsonl","calibration_logs\experimental_auto_visual_hover20_reboot_20260813_210336.jsonl","396918","ACEAAD61CFAF0D4CAF99A4431CCC024C90A125202C4BE1FFF8B730CF72FE16A8"
"calibration_logs\experimental_auto_visual_post_matrix_fix_20260813_203407.jsonl","calibration_logs\experimental_auto_visual_post_matrix_fix_20260813_203407.jsonl","273336","4667533726C420BAD18CF6E366E80F197DE5CBB17CCAF47076CC78A4607CB6CD"
"calibration_logs\experimental_auto_visual_rate35_20260813_204529.jsonl","calibration_logs\experimental_auto_visual_rate35_20260813_204529.jsonl","201502","06003E1AE960EFB4CC6D3CB07D834B2DCB6DF5E135B7780B4033DA898DD1CEBD"
"calibration_logs\final_disarmed_zero_20260811.csv","calibration_logs\final_disarmed_zero_20260811.csv","55164","AAE816850E1C25A5D72F0A9FEEAD24D4890A14B2D97F51B4F91FA00099107BAD"
"calibration_logs\final_yaw_pid_round3_link_20260813_run01.csv","calibration_logs\final_yaw_pid_round3_link_20260813_run01.csv","86400","1B509CF58A456194F79B8779F94E3AFE58F2B5C157BC704B543AFF60F86327CE"
"calibration_logs\fusion_identifiability_validation_20260815.json","calibration_logs\fusion_identifiability_validation_20260815.json","27277","F5AC676421889649758FF3A52F0D5A02AD4650B5B537C2E93E972161FC9B2D9D"
"calibration_logs\heave_positive_joint_p005_p0075_postflash_20260813.analysis.json","calibration_logs\heave_positive_joint_p005_p0075_postflash_20260813.analysis.json","6397","71E1180F7E66823FA675D6FF3F9D94238A1A613882A38CB6BFFC2F7DD60339BD"
"calibration_logs\heave_positive_p005_postflash_20260813_run01.analysis.json","calibration_logs\heave_positive_p005_postflash_20260813_run01.analysis.json","3551","4FFCD9D26F04F4997874724E08C3B2B0F8E1BBEBD7767A7BD61F9E9E9D3A34AF"
"calibration_logs\heave_positive_p005_postflash_20260813_run01.csv","calibration_logs\heave_positive_p005_postflash_20260813_run01.csv","367007","0BB93400F65992E3CEE0EB1B0A347A55C04475171BD4E698C5B1EE3ED29A77FA"
"calibration_logs\heave_positive_p0075_postflash_20260813_run01.analysis.json","calibration_logs\heave_positive_p0075_postflash_20260813_run01.analysis.json","3545","E005ABAB2F5F01518AC15ADD550C3023407D946D6B504F3EC2C8655DC1A2FC3B"
"calibration_logs\heave_positive_p0075_postflash_20260813_run01.csv","calibration_logs\heave_positive_p0075_postflash_20260813_run01.csv","475071","771D073D7FA48B322244384424E37E38ACC30572C47165386DE47852F57FE41B"
"calibration_logs\imu_depth_observation_20260811_1640.analysis.json","calibration_logs\imu_depth_observation_20260811_1640.analysis.json","3208","1911A6733007E492FBD7E291203BCD4226B55B17F8B9D5AC5D9AF4417BC3810C"
"calibration_logs\imu_depth_observation_20260811_1640.csv","calibration_logs\imu_depth_observation_20260811_1640.csv","707786","16A28946C7080409F3E58B350B80FC2ABA709F4F3613E46B42337EBD707A41B0"
"calibration_logs\link_check_20260815.csv","calibration_logs\link_check_20260815.csv","16701","BB7230B6E52F79F2E6E6FAADD03361F3D6E024AEEAEEC616BB5C973857682FA6"
"calibration_logs\link_check_after_stale_20260815.csv","calibration_logs\link_check_after_stale_20260815.csv","16663","E380616BB1757ECF3BECB8C24662B04AE35646BD57FED0BF16E47681B84B7292"
"calibration_logs\link_diag_20260815_2336.csv","calibration_logs\link_diag_20260815_2336.csv","255867","804BA4D1E458FB911121366359CA56ACBACB81BEE99975FAFFFD2F5B1B6F338B"
"calibration_logs\motor_M1_positive_005_20260811_run01.csv","calibration_logs\motor_M1_positive_005_20260811_run01.csv","364554","6D9E42DC8D58C2ADEE826DB70CC7901086BA4C6A00EADE44D1966B5CB4627712"
"calibration_logs\motor_M1_positive_010_20260811_run02.csv","calibration_logs\motor_M1_positive_010_20260811_run02.csv","654513","853AAC4B36E9EF6D7908BBD2A797CB2092DE72C034D011836C96F7DA262EDC55"
"calibration_logs\motor_M2_positive_010_20260811_run01.csv","calibration_logs\motor_M2_positive_010_20260811_run01.csv","670863","959A61342D37973233FBD99216A7EEE44AA1DA463072E9FE6EA435C4D8417B06"
"calibration_logs\motor_M3_positive_010_20260811_run01.csv","calibration_logs\motor_M3_positive_010_20260811_run01.csv","682582","446BB15F18A996B5EE98E5E4C3545AC2B71A314BFF97E7863284C07ADB0CDCE5"
"calibration_logs\motor_M4_positive_010_20260811_run01.csv","calibration_logs\motor_M4_positive_010_20260811_run01.csv","699589","165EED0C73E1DA5B1F4A9B5CF269D6269CD5FB28258929A90204A809B1A28361"
"calibration_logs\mpc_weight_tuning_ref060_20260813_run01.jsonl","calibration_logs\mpc_weight_tuning_ref060_20260813_run01.jsonl","3552651","34E463A6B965DEA7AA014EB82DD0547DD60EDB013130AE71DA23396B624545E7"
"calibration_logs\mpc_weight_tuning_ref060_qy350_20260813_run03.jsonl","calibration_logs\mpc_weight_tuning_ref060_qy350_20260813_run03.jsonl","1496135","5248A01D0FEEB42C4D39EF2A5AAEF54E101F9482D0FEE3373ED8C7189588CE16"
"calibration_logs\mpc_weight_tuning_ref060_qy350_drxfour_dry050_20260813_run06.jsonl","calibration_logs\mpc_weight_tuning_ref060_qy350_drxfour_dry050_20260813_run06.jsonl","701434","BB97EB40A37CEA3DA0C894F51F1A05BDE2A27FD4E16607E443FF501BA08FAC19"
"calibration_logs\mpc_weight_tuning_ref060_qy350_drxy050_20260813_run05.jsonl","calibration_logs\mpc_weight_tuning_ref060_qy350_drxy050_20260813_run05.jsonl","651576","28791F00DAB0171949DD48D598688D26D4629A68A8D5B00390404EF22738EB9A"
"calibration_logs\mpc_weight_tuning_ref060_qy350_dry050_20260813_run04.jsonl","calibration_logs\mpc_weight_tuning_ref060_qy350_dry050_20260813_run04.jsonl","2025411","38708C9BFB0AB08E7D219A19C6B9B80C1FC3F6A857D6AE971A517420CFC41E92"
"calibration_logs\mpc_weight_tuning_ref060_vy300_20260813_run02.jsonl","calibration_logs\mpc_weight_tuning_ref060_vy300_20260813_run02.jsonl","1239338","D07C01B4651F40DD28712BCF6F0F0AEF27C8FAF2637EFFC2EC20B7081B27AAB8"
"calibration_logs\offline_parameter_scan_20260816.json","calibration_logs\offline_parameter_scan_20260816.json","73866","51029FBD10337A5D87BA386DE353E146A12DA2144E3EFDE0C50E008A69B4F7BE"
"calibration_logs\offline_tuning_audit_20260814.analysis.json","calibration_logs\offline_tuning_audit_20260814.analysis.json","25282","8633316473CA586E5B3850FB3485C9E6F1606B68E0A2271BF3B0AFAC056EE324"
"calibration_logs\offline_tuning_audit_20260816_combined.json","calibration_logs\offline_tuning_audit_20260816_combined.json","14826","8EB0776EF1C092C661A2A7778143FD22724FFD117FDD1BB45329D222C91F6F61"
"calibration_logs\offline_tuning_audit_20260816_long.json","calibration_logs\offline_tuning_audit_20260816_long.json","10043","CD1CCA12F57A61F275B783997CFE3D1A4950C15F3E766F8EDB67C00C3056D5CD"
"calibration_logs\offline_tuning_audit_fixed_base_20260814.analysis.json","calibration_logs\offline_tuning_audit_fixed_base_20260814.analysis.json","22357","B90F2094B3FA61975845345D6E59DA272061931F7DD52BEDD6A3BBE9F7B24FBF"
"calibration_logs\onboard_latency_capture_smoke_20260812_run02.csv","calibration_logs\onboard_latency_capture_smoke_20260812_run02.csv","264","F17E493307463BE9192E8ECC24DD53A9F97FCFBA70E49430527610048463BD89"
"calibration_logs\onboard_latency_capture_smoke_20260812_run03.csv","calibration_logs\onboard_latency_capture_smoke_20260812_run03.csv","19430","E2265D4AF0FED203D0CF432CC338C107BF3028AEE818C3F272FF37AA797825BC"
"calibration_logs\onboard_latency_capture_smoke_20260812.csv","calibration_logs\onboard_latency_capture_smoke_20260812.csv","264","F17E493307463BE9192E8ECC24DD53A9F97FCFBA70E49430527610048463BD89"
"calibration_logs\onboard_latency_setup_check_20260812.jpg","calibration_logs\onboard_latency_setup_check_20260812.jpg","90769","A399E59F7B2F28D10B9E220D2C0C9CB3F4A2E2B834CC2D931A84F3CA3B5DF2C9"
"calibration_logs\onboard_latency_stereo_trace_20260812_run01.csv","calibration_logs\onboard_latency_stereo_trace_20260812_run01.csv","108824","033A387C150FB80B7BB5A940D18BEB6CEE9E907045E0E6A843421B670940076A"
"calibration_logs\onboard_latency_top_truth_20260812_run01.csv","calibration_logs\onboard_latency_top_truth_20260812_run01.csv","652691","B77738DBEE0F78DBAC14C8A1317EC7E4F66796F2849D8DEE39A2A5FDFC474648"
"calibration_logs\onboard_overhead_fish_dynamic_20260812_run01.csv","calibration_logs\onboard_overhead_fish_dynamic_20260812_run01.csv","787048","1B59FE6128C3ED6D782DA0AB314B30521E41AA0FF1E3E32A46429A199C705342"
"calibration_logs\onboard_overhead_fish_dynamic_20260812_run02.csv","calibration_logs\onboard_overhead_fish_dynamic_20260812_run02.csv","775230","EAC95391DE2CC2B308801505470917D9921EDF4032D1344737218FAB46E383B4"
"calibration_logs\onboard_overhead_fish_dynamic_20260812_run03.csv","calibration_logs\onboard_overhead_fish_dynamic_20260812_run03.csv","1009837","0ED43C4EEEEC5BC0E9497814EF84A506476E22273F8DC8D2079B7D9A4690A14B"
"calibration_logs\onboard_overhead_vision_calibration_20260812.analysis.json","calibration_logs\onboard_overhead_vision_calibration_20260812.analysis.json","6951","6F3B5A05725B1732B9723B1629576847F4036172D804AE2F0D5CB44AAE0EE46D"
"calibration_logs\onboard_rawtags_rigid_center_20260812_run01.csv","calibration_logs\onboard_rawtags_rigid_center_20260812_run01.csv","343375","9D025EF1925CC57580E2B3786C3E715217CCAD2CB7F5B49D747F851650D5693D"
"calibration_logs\onboard_rawtags_rigid_down15cm_20260813_run01.csv","calibration_logs\onboard_rawtags_rigid_down15cm_20260813_run01.csv","313372","559BDF78BFFDB46F54A3441E5DBBF2C163123726DDD6EE3C087C8C9EA3874842"
"calibration_logs\onboard_rawtags_rigid_down15cm_20260813_run02.csv","calibration_logs\onboard_rawtags_rigid_down15cm_20260813_run02.csv","322649","7112A9794EDD08BB975678F30B5D8D14DF3D05BCDE26B72660F9E4AC25AFC8D8"
"calibration_logs\onboard_rawtags_rigid_left20cm_20260812_run01.csv","calibration_logs\onboard_rawtags_rigid_left20cm_20260812_run01.csv","265385","07C4810483698525EE5697E9F5B61CC5D94944AF0BF6F47AA540EFC05260B774"
"calibration_logs\onboard_rawtags_rigid_left20cm_20260812_run02.csv","calibration_logs\onboard_rawtags_rigid_left20cm_20260812_run02.csv","326723","E1B32D0BE3A216057BE8903F5723F93459B69A4AEFAD85052ACB83C586357D20"
"calibration_logs\onboard_rawtags_rigid_right20cm_20260812_run01.csv","calibration_logs\onboard_rawtags_rigid_right20cm_20260812_run01.csv","293637","6CD80E45BBF01A85C51057AEBAEE190A5DE3446309BA778B111ACA2423C0D61A"
"calibration_logs\onboard_rawtags_rigid_right20cm_20260813_run02.csv","calibration_logs\onboard_rawtags_rigid_right20cm_20260813_run02.csv","336063","F4B249789551C1A09FB2BC9F81D36204AF01C5B41840F1AD4EE9E3A7B418DF24"
"calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run01.csv","calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run01.csv","256211","04924CC2812D8BE6BE3598F2CEDF51ED3C362E00D6B049FD8CB1D7921D72D7F1"
"calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run02.csv","calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run02.csv","262843","E23116ADDF762B48841A208BA665137FC7994D25D5980868DB9CCA157C48422B"
"calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run03.csv","calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run03.csv","258618","49889AA36482FE7FB1AEB801F4E47AD6DCBEE7BE7A98797B33ECA23CFFF8A22B"
"calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run04.csv","calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run04.csv","264535","E94A547A6B2D42EE089652CA7A6AB85E5D8E760F0992CB217ABE7B57091A39FD"
"calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run05.csv","calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run05.csv","153183","E5674E1706B8480AF960F065539A8A09D30AC60293EB6B7A440B5AA79DB8003F"
"calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run06.csv","calibration_logs\onboard_rawtags_rigid_up15cm_20260813_run06.csv","343656","E463BDDB473720AD28285BE59BB1C8F87F768793151EC0113589E5152228B75C"
"calibration_logs\onboard_rigid_target_extrinsic_20260813.analysis.json","calibration_logs\onboard_rigid_target_extrinsic_20260813.analysis.json","33765","7DEBF8E4703EF570A977E99D973A9952121EC26C43B77585797B1A1A198804CB"
"calibration_logs\onboard_rigid_target_front_20260812_13.jsonl","calibration_logs\onboard_rigid_target_front_20260812_13.jsonl","1218017","F108E18B815EB15A7AEB17F654BA8C98EECED2D56AB28CA2CD30C876551CD2D1"
"calibration_logs\onboard_rotation_stream_check_20260812_run01.csv","calibration_logs\onboard_rotation_stream_check_20260812_run01.csv","9740","C6DD02385D6DE70DBEF0DED171E72DFDE685A8B983C891F7B59672C01DEDA290"
"calibration_logs\onboard_stereo_range_extrinsic_20260812.analysis.json","calibration_logs\onboard_stereo_range_extrinsic_20260812.analysis.json","5589","16B5372EC08EF5FFC8A75D92A1D1742AA0AAAA136D0A2E0D08400D80A03DC6CD"
"calibration_logs\onboard_stereo_relative_latency_20260812.analysis.json","calibration_logs\onboard_stereo_relative_latency_20260812.analysis.json","2619","16C7D6F63A9ABC01740E722AEC6EE5B7F876F01A727E67DB007809FD6A21F7DB"
"calibration_logs\onboard_stereo_udp5600_init_pose_20260812.jpg","calibration_logs\onboard_stereo_udp5600_init_pose_20260812.jpg","60830","B8450BE476911EA440FA8949CE329EE9956834AF2B641AD98CDF757C205DBAEE"
"calibration_logs\onboard_stereo_udp5600_physical_left_occluded_20260812.jpg","calibration_logs\onboard_stereo_udp5600_physical_left_occluded_20260812.jpg","84865","1B0F4BB8F45CA72E4602C909928DDED1DE905BE1FBCE0D3E415E9819A898B491"
"calibration_logs\onboard_target_060_center_stereo_trace_20260812_run01.csv","calibration_logs\onboard_target_060_center_stereo_trace_20260812_run01.csv","13744","044CF19DCC42655510403407DF7421DAE89275913F5FC7CEE093FFA63672FC8B"
"calibration_logs\onboard_target_060_center_top_truth_20260812_run01.csv","calibration_logs\onboard_target_060_center_top_truth_20260812_run01.csv","248932","019CE1C6FB04400E2EB4A43732AE9DC3F3231F89A65ECBCF6BF8B25B67B260EC"
"calibration_logs\onboard_target_060_left_near_stereo_20260812_run01.jpg","calibration_logs\onboard_target_060_left_near_stereo_20260812_run01.jpg","91574","7EF0B85F64F3051AF007DB50D1333735D39174007D0A0992E85B513E2414CCA7"
"calibration_logs\onboard_target_060_left_near_top_truth_20260812_run01.csv","calibration_logs\onboard_target_060_left_near_top_truth_20260812_run01.csv","202833","5B7BFE2073B842DE32732FA95F1FA17A717616A48758768B26755B3C702F0F0B"
"calibration_logs\onboard_target_060_left_pitch_plus10_check_20260812.jpg","calibration_logs\onboard_target_060_left_pitch_plus10_check_20260812.jpg","61230","E27112B9A57128F44AB36D8A1C3833C7AA8B724A5CAB20B0F2C3C07EADF3CBD7"
"calibration_logs\onboard_target_060_left_pitch_plus5_check_20260812.jpg","calibration_logs\onboard_target_060_left_pitch_plus5_check_20260812.jpg","70010","60B383EF0B3C2B607B4737694E2232D91AB36883E6C5240EC7BCE44C6BC97DCF"
"calibration_logs\onboard_target_060_left_resume_probe_20260812_run02.csv","calibration_logs\onboard_target_060_left_resume_probe_20260812_run02.csv","12617","E4480C730B88F26B8564A340A202723C7A945B0840A35005C1DD4BB962E1BBB6"
"calibration_logs\onboard_target_060_left_resume_probe_20260812.csv","calibration_logs\onboard_target_060_left_resume_probe_20260812.csv","264","F17E493307463BE9192E8ECC24DD53A9F97FCFBA70E49430527610048463BD89"
"calibration_logs\onboard_target_060_left_stereo_20260812_run01.jpg","calibration_logs\onboard_target_060_left_stereo_20260812_run01.jpg","84810","68C796B9ECFE4CC7C038F8C130664FA55756F7AFD256A479B48036537F4BEC0F"
"calibration_logs\onboard_target_060_left_stereo_trace_20260812_run01.csv","calibration_logs\onboard_target_060_left_stereo_trace_20260812_run01.csv","28127","0F9A26A612CA9F06847812A5D8047A5B6FBA1CFBE76F6556772F68375D278BA4"
"calibration_logs\onboard_target_060_left_top_truth_20260812_run01.csv","calibration_logs\onboard_target_060_left_top_truth_20260812_run01.csv","201233","8ABCDB3496793A5468E56DED5A2AD95347F14B0717B11B9909D2B5BF32D451C6"
"calibration_logs\onboard_target_060_left_top_truth_20260812_run02.csv","calibration_logs\onboard_target_060_left_top_truth_20260812_run02.csv","203207","467D40504504F0EC223913A7BFEF5FE55A6784BCCB716DBA3FFD1DDF711E074C"
"calibration_logs\onboard_target_060_rectified_diagnostic_20260812_run01.jpg","calibration_logs\onboard_target_060_rectified_diagnostic_20260812_run01.jpg","135570","FF45E3E4AE7F3DE4D0499235FAB238E11F2E26943305D3878ABBD5986CF344BA"
"calibration_logs\onboard_target_060_right_high_postcheck_20260812_run01.jpg","calibration_logs\onboard_target_060_right_high_postcheck_20260812_run01.jpg","81683","82C20CCF2A2FE582CAFFCED032318A6003AC2476B9BB40FCBC6552B60A822314"
"calibration_logs\onboard_target_060_right_high_probe_20260812_run01.jpg","calibration_logs\onboard_target_060_right_high_probe_20260812_run01.jpg","98513","B68D7DDB5AEE1AD60260FFF830F78B11F6AE22842E2AAB20C79A275F46039D52"
"calibration_logs\onboard_target_060_right_high_stereo_probe_20260812_run01.csv","calibration_logs\onboard_target_060_right_high_stereo_probe_20260812_run01.csv","5048","FF33079210235992F5CF32D1F9170351CFD4307FDBE29375309766CA02371E2F"
"calibration_logs\onboard_target_060_right_high_stereo_trace_20260812_run01.csv","calibration_logs\onboard_target_060_right_high_stereo_trace_20260812_run01.csv","14368","3F5DCA15FE063C9E8C6F240AA6B75E1157858BD279B21A26F0CA71ADE5A0EBB3"
"calibration_logs\onboard_target_060_right_high_top_probe_20260812_run01.csv","calibration_logs\onboard_target_060_right_high_top_probe_20260812_run01.csv","109547","2D55F21FC4F2FF18386DD06E9BF1F5045AFA04B73FDD6D503D58223FB642F335"
"calibration_logs\onboard_target_060_right_high_top_truth_20260812_run01.csv","calibration_logs\onboard_target_060_right_high_top_truth_20260812_run01.csv","199344","CD09ED92FF67CCCBA34FC6EBFAAA9E92F8C47C24B2A555E7D018EF7F2811B57E"
"calibration_logs\onboard_target_060_stereo_20260812_run01.jpg","calibration_logs\onboard_target_060_stereo_20260812_run01.jpg","100605","89131ED23D1A626BBD940833F008E91BADDA8798E56671C53FDA5936BE0A61BD"
"calibration_logs\onboard_target_060_stereo_20260812_run02.jpg","calibration_logs\onboard_target_060_stereo_20260812_run02.jpg","93801","A990F918849AD5EC57435623C7591F56D8D0C1635DEE30DB1473F686EF7C1F0B"
"calibration_logs\onboard_target_060_top_truth_20260812_run01.csv","calibration_logs\onboard_target_060_top_truth_20260812_run01.csv","242229","998B9EBBB3B1D7B57B882CF825BCF130CC1328E7E222089DAC1447A707DC80DB"
"calibration_logs\onboard_target_060_top_truth_20260812_run02.csv","calibration_logs\onboard_target_060_top_truth_20260812_run02.csv","355384","51CD1499C17DE969C287F50DF86330ABD8A7FEABF32592525ACABFE85CB2574E"
"calibration_logs\onboard_target_080_stereo_20260812_run01.jpg","calibration_logs\onboard_target_080_stereo_20260812_run01.jpg","91583","09C4FC9A6A3787F121EC77033226337969F61E45071B0C48756E5892D868B750"
"calibration_logs\onboard_target_080_top_truth_20260812_run01.csv","calibration_logs\onboard_target_080_top_truth_20260812_run01.csv","358426","9D3AAED4968AC908CB394697B26A397A2804BB52B3D57B93857279F6B9F558AF"
